question,step,k,acc_mean,acc_std,n_full,n_partial,n_wrong,score_mean,score_var,score_std,iou_mean,iou_max,zero_acc_var,zero_score_var
"After the person employs a tool to remove the bathroom sink’s drain cover, what color is the cable they subsequently insert into the drain?",72,16,0.625,0.4841,10,0,6,1.2825,0.23368,0.4834,0.1575,0.7522,0,0
"Immediately after tightening the chain around the wheelchair’s wheel with the metal handle, from which labeled container does the person retrieve the seatbelt?",77,16,0.625,0.4507,9,2,5,1.5603,0.22934,0.4789,0.4353,0.8621,0,0
"After the woman in a red tank top fails to balance and falls onto the grass, what coordinated activity do she and her companion later perform together out on the road?",78,16,0.625,0.4507,9,2,5,1.3618,0.22379,0.4731,0.2368,0.6029,0,0
"After filming inside the pavilion and then entering the illuminated snowy slope, what gesture does the woman make with her hand while sliding downhill in the snow tube?",15,16,0.625,0.4146,8,4,4,1.1958,0.22126,0.4704,0.1021,0.4917,0,0
"What culturally traditional performance, featuring kilt-clad dancers moving in synchronized steps, takes place on the field between the earlier and later tug-of-war contests?",43,16,0.625,0.4146,8,4,4,1.2963,0.21676,0.4656,0.1713,0.5278,0,0
"After successfully completing his earlier lifts, what is the outcome of Luis Javier Mosquera Lozano’s final heavier attempt later in the video?",104,16,0.625,0.4841,10,0,6,1.1746,0.19425,0.4407,0.0496,0.5888,0,0
"After the bald man inspects the wave print beside the plant, which motivational poster does the camera later dwell on, and what color are the flowers in the vase on the nearby glass table?",21,16,0.625,0.4146,8,4,4,1.1616,0.19352,0.4399,0.0366,0.1887,0,0
"After the man spins one hula hoop around his neck and then rolls it at his waist, what change does he make to increase the difficulty of the routine?",11,16,0.625,0.3307,6,8,2,1.3444,0.18558,0.4308,0.2194,0.8905,0,0
"After the artist sets aside the mountain photograph, what does she begin doing next in the studio?",5,16,0.625,0.375,7,6,3,1.2367,0.17772,0.4216,0.1429,0.4278,0,0
Which team name briefly appears onscreen after the young player rushes forward to deliver her serve but before the woman with a microphone starts talking on another court?,65,16,0.625,0.4146,8,4,4,1.125,0.17188,0.4146,0.0,0.0,0,0
"During the solo accordion performance, what cluttered items does the camera briefly show before returning to the musician?",114,16,0.625,0.2795,5,10,1,1.2649,0.16975,0.412,0.1399,0.7,0,0
"What vehicle, carrying three passengers, do the helmet-and-life-jacket-clad adventurers follow along the dirt road after wading through the shallow river?",16,16,0.625,0.375,7,6,3,1.2595,0.1629,0.4036,0.1345,0.465,0,0
"After the quartet’s routine featuring a solo acrobatic highlight, how many dancers appear in the very next stage scene, and what color shirts do they have?",9,16,0.625,0.3307,6,8,2,1.2251,0.15931,0.3991,0.1001,0.8686,0,0
"While the man steers the lawn mower around the tree near the end of the video, what vehicle briefly passes by on the street in the background?",58,16,0.625,0.375,7,6,3,1.125,0.14062,0.375,0.0,0.0,0,0
"After the wide mountain landscape shots transition to the indoor interview scene, what pattern appears on the curtains behind the speaker, and what two layers of upper clothing is he wearing?",61,16,0.625,0.2795,5,10,1,1.4587,0.10286,0.3207,0.3337,0.7491,0,0
What scene appears right after the man in the red shirt inside the convenience store flashes a thumbs-up to the camera?,25,16,0.5938,0.4408,8,3,5,1.4688,0.44009,0.6634,0.3751,0.8602,0,0
What specific breakdancing move does the man introduce and demonstrate in the initial notebook-screen alley tutorial before the later outdoor scenes of stretches and handstands?,45,16,0.5938,0.4408,8,3,5,1.4801,0.41288,0.6426,0.3864,1.0,0,0
What color is common to both the rail skateboarders grind on at the basketball court and the portable ramp they later set up beside the pathway?,34,16,0.5938,0.475,9,1,6,1.4683,0.40398,0.6356,0.3745,0.8854,0,0
"After the segment showing visitors walking among hillside stupas on the Thimpu-to-Punakha route, which natural landmark does the video highlight before focusing on Punakha Dzong?",40,16,0.5938,0.475,9,1,6,1.2858,0.35197,0.5933,0.192,0.9091,0,0
What prominently colored vehicle is seen parked by the rocky shoreline during the tranquil coastal shots that come after the windsurfing and sailing scenes?,110,16,0.5938,0.4038,7,5,4,1.4333,0.34085,0.5838,0.3396,0.9028,0,0
"After the man greets the camera in the backyard and before the scene shifts to the salon haircut, what round object is lying on the grass?",18,16,0.5938,0.4038,7,5,4,1.6438,0.33118,0.5755,0.5501,1.0,0,0
"After thoroughly soaking the mop back and forth in the rectangular wetting station, what area does the cleaner immediately begin mopping next?",79,16,0.5938,0.475,9,1,6,1.3433,0.32411,0.5693,0.2495,0.697,0,0
What kind of structure does the yellow kayak first pause beside and later paddle away from during its early journey?,92,16,0.5938,0.475,9,1,6,1.605,0.30049,0.5482,0.5112,0.9926,0,0
"During the various living room panoramas, which video-game device is repeatedly shown resting on the glass coffee table among the snacks and other items?",28,16,0.5938,0.475,9,1,6,1.3779,0.27992,0.5291,0.2841,0.8639,0,0
"Which grooming product is repeatedly spread over the seated man's leg—first by himself, later by a child, and eventually by a woman—before a can labeled “Sally Hansen” appears for waxing?",2,16,0.5938,0.475,9,1,6,1.6592,0.2735,0.523,0.5654,0.9221,0,0
"During the moment when the knitter’s fingernails are painted green instead of teal, what color yarn is she working with?",18,16,0.5938,0.4408,8,3,5,1.1406,0.26538,0.5152,0.0469,0.75,0,0
"After she completes the eyeshadow primer step but before starting the brown eyeshadow portion of the tutorial, what makeup product does the woman apply to her eye area?",133,16,0.5938,0.475,9,1,6,1.5958,0.26413,0.5139,0.502,0.789,0,0
"Across the playful mid-video hair-drying scenes, what object consistently rests on the small side table near the closed door beneath the lamp?",128,16,0.5938,0.4038,7,5,4,1.518,0.24976,0.4998,0.4555,0.7889,0,0
What object promoting social distancing lies on the floor directly in front of the automatic doors just before the view expands to show bicycles outside?,93,16,0.5938,0.4408,8,3,5,1.203,0.23746,0.4873,0.1093,0.4118,0,0
"After the child finishes exploring the smartphone in the high chair, what object do they immediately pick up and begin playing?",8,16,0.5938,0.475,9,1,6,1.1328,0.23129,0.4809,0.039,0.5495,0,0
"After the hand drops yellow fruits into a clear plastic bag at the fruit stand, which household product section does the camera later highlight, showing brands like Viva and Scott?",118,16,0.5938,0.4038,7,5,4,1.247,0.23051,0.4801,0.1533,0.5714,0,0
"After the referee tends to the boxer wearing blue shorts who was knocked down, what gesture does the boxer in gray shorts make inside the ring?",9,16,0.5938,0.475,9,1,6,1.097,0.22842,0.4779,0.0033,0.0526,0,0
"Earlier in the video, before the man eventually sets his phone aside to speak, which labeled product container does he hold up close to the camera?",98,16,0.5938,0.4038,7,5,4,1.2785,0.21484,0.4635,0.1847,0.6047,0,0
"After the sequence where someone confidently walks away from a tree and starts jumping higher on yellow stilts, what mishap happens the next time stilts are used in the video?",125,16,0.5938,0.3631,6,7,3,1.3723,0.13552,0.3681,0.2786,0.485,0,0
"During the indoor cycling demonstrations that follow the outdoor jogging scenes, which athletic shoe brand is visible when the instructor tightens the bike’s foot straps?",50,16,0.5625,0.4961,9,0,7,1.2657,0.50228,0.7087,0.2032,0.97,0,0
What happens on the shrub-lined white runway right after the envelope is placed in the bright Veuve Clicquot mailbox?,53,16,0.5625,0.4961,9,0,7,1.4379,0.48114,0.6936,0.3754,0.9091,0,0
"After the person repeatedly stamps a dusty sneaker on the wooden plank, what tool do they later use to rinse another shoe?",5,16,0.5625,0.4635,8,2,6,1.3351,0.40944,0.6399,0.2726,0.904,0,0
"Before the plank is cut with a blade that throws off sawdust, through what machine is it first guided to smooth its surface?",1,16,0.5625,0.4961,9,0,7,1.4861,0.40937,0.6398,0.4236,0.7389,0,0
"After the group finishes filling out forms at the Sand Dollar Sports hut, what specific leisure activity are they next shown doing underwater?",2,16,0.5625,0.4961,9,0,7,1.3215,0.40821,0.6389,0.259,0.8681,0,0
How is the patient positioned during the first abdominal injection compared with the later injection that uses a syringe filled with red liquid?,42,16,0.5625,0.4635,8,2,6,1.671,0.40619,0.6373,0.6085,0.9911,0,0
"Following the product discussion that centers on Cetaphil Gentle Skin Cleanser, what implement does the makeup artist use to apply liquid foundation to the model’s face in the subsequent demonstration?",13,16,0.5625,0.4961,9,0,7,1.2303,0.39206,0.6261,0.1678,0.7938,0,0
"After the group installs fresh fence panels, what color wood stain do they apply to the fence during the next day's painting activity?",4,16,0.5625,0.4961,9,0,7,1.2928,0.38456,0.6201,0.2303,0.7186,0,0
"Following the outdoor soccer game with players in green and yellow jerseys, which person appears indoors to explain a small rectangular object?",18,16,0.5625,0.4961,9,0,7,1.4163,0.37501,0.6124,0.3538,0.8844,0,0
"During the portion where the belly dancer performs in front of four judges rather than three, which traditional drumming instrument is mentioned in the on-screen text?",92,16,0.5625,0.4961,9,0,7,1.2977,0.36639,0.6053,0.2352,0.6536,0,0
Which ski brand does the man hold up for close inspection just before the footage cuts to a skier descending the tree-lined slope?,120,16,0.5625,0.4961,9,0,7,1.2003,0.36597,0.605,0.1378,0.7571,0,0
"Of the Coca-Cola bottle, Red Bull can, and milk bottle first arranged on the table, which beverage is poured into the glass immediately after the Coca-Cola is poured?",52,16,0.5625,0.4961,9,0,7,1.3945,0.36435,0.6036,0.332,0.828,0,0
"Which object is first shown in a close-up right after the sled ride, is later sharpened on a stone, and finally used by the man while carving wood that sparks a nighttime fire?",12,16,0.5625,0.4961,9,0,7,1.12,0.34084,0.5838,0.0887,0.4,0,0
"Following the initial outdoor scene with four instructors, how many instructors are typically shown leading the class on elevated bikes throughout the rest of the video?",42,16,0.5625,0.4961,9,0,7,1.6973,0.33013,0.5746,0.6348,0.8516,0,0
"After the dog is towel-dried but before it is brushed and rewarded with treats, what device does the caretaker use on the dog’s fur?",54,16,0.5625,0.4961,9,0,7,1.2803,0.32944,0.574,0.2178,0.6814,0,0
"During the studio scene where the artist alternates between speaking to an audience and painting, which instrument is played by one of the traditionally dressed onlookers?",54,16,0.5625,0.4961,9,0,7,1.187,0.32028,0.5659,0.1245,0.4225,0,0
"After the player in a black shirt loses possession to two light-blue-shirted defenders on the nighttime court, what exact text appears on the subsequent black screen?",109,16,0.5625,0.4285,7,4,5,1.2365,0.31055,0.5573,0.174,0.5556,0,0
"After staff members secure riders into enclosed blue, red, and green tubes at the tower’s top, which color slide is later shown from the rider’s first-person perspective during the swift descent?",101,16,0.5625,0.4961,9,0,7,1.2193,0.30624,0.5534,0.1568,0.3477,0,0
"What colour is the suitcase carried by the woman wearing flippers as she runs ahead, just before the schoolgirls break into their synchronized stick-and-drum dance?",74,16,0.5625,0.4961,9,0,7,1.1271,0.2982,0.5461,0.0646,0.4,0,0
"Immediately after the orange rectangle displaying the contact email disappears, what exact three-word phrase is shown in the central banner on the next screen?",104,16,0.5625,0.4961,9,0,7,1.1931,0.28262,0.5316,0.1306,0.4286,0,0
"After the initial scene of needles weaving dark-and-light rows, which tool do the hands use in the very next crafting segment before switching back to needles later?",59,16,0.5625,0.4635,8,2,6,1.3812,0.27875,0.528,0.3187,0.85,0,0
"After soaring off the steep ramp during the daytime lake event, what happens to the water skier when he reaches the makeshift landing platform built from stacked barrels and debris?",5,16,0.5625,0.4635,8,2,6,1.1123,0.25868,0.5086,0.0498,0.3333,0,0
"After filling the red wheelbarrow near the tarp-covered soil pile, where does the child later wheel it in the yard?",22,16,0.5625,0.4635,8,2,6,1.1162,0.25336,0.5033,0.0537,0.2175,0,0
Which color rope is used both when the man rebounds after his bridge bungee jump and when he hauls himself onto the rescue platform from the water?,18,16,0.5625,0.4961,9,0,7,1.1543,0.24199,0.4919,0.0918,0.2778,0,0
"When the man in the orange shirt walks across the lawn with a leaf blower, what color is the shirt of the person simultaneously driving the riding lawn mower?",58,16,0.5625,0.4961,9,0,7,1.0694,0.23906,0.4889,0.0069,0.1102,0,0
"After the instructor finishes speaking directly to the camera and lifts a knitted sample for viewers, which two colours dominate that fabric before the video shifts to close-up handwork?",32,16,0.5625,0.4285,7,4,5,1.4892,0.22519,0.4745,0.4267,1.0,0,0
Which garment color is worn both by the male dancer who leads the opening ensemble and by one of the two tap dancers who later emerge onto the dimly lit stage?,93,16,0.5625,0.4961,9,0,7,1.663,0.22142,0.4706,0.6005,0.9549,0,0
Which whisky label is on the bottle the man uses when he pours some into a glass and then into his hand before rubbing his palms together?,107,16,0.5625,0.2997,4,10,2,1.3637,0.21977,0.4688,0.3012,0.6958,0,0
Which percussion instrument is first showcased by a woman right after the suited host’s opening and is later played again when the curly-haired singer switches from singing to rhythm?,79,16,0.5625,0.4285,7,4,5,1.5887,0.21946,0.4685,0.5262,0.9,0,0
"After the groomer finishes brushing the West Highland White Terrier on the table, where does she move the dog for its wash?",43,16,0.5625,0.4635,8,2,6,1.1284,0.20956,0.4578,0.0659,0.25,0,0
"After the woman finishes speaking, from what elevated surface does the male instructor lead the cycling class while riding his stationary bike?",57,16,0.5625,0.3903,6,6,4,1.0368,0.20226,0.4497,0.0056,0.0889,0,0
"Right after the series of close-up winch-winding shots, the camera pulls back to show the boat sailing; what landform is visible in the distance behind the vessel then?",108,16,0.5625,0.4285,7,4,5,1.2061,0.19411,0.4406,0.1436,0.6,0,0
"After the series of forest firefight scenes, in what sort of environment does the lone camouflaged player navigate immediately before the closing Yakuza Tactico Paintball logo appears?",2,16,0.5625,0.4285,7,4,5,1.1116,0.1874,0.4329,0.0491,0.4294,0,0
"After the video’s early focus on just the sky and the ancient stone wall, what kind of modern buildings later appear in the background during the kite-flying scenes?",24,16,0.5625,0.2997,4,10,2,1.1878,0.16675,0.4084,0.1253,0.625,0,0
"After someone holds up a fluffy garment beneath the mountain mural with a red sun, which accessory does a woman later put on and adjust while she poses in front of a mirror?",73,16,0.5625,0.4635,8,2,6,1.2236,0.16146,0.4018,0.1611,0.7364,0,0
What distinctive item of clothing does the archer wear immediately after the screen stating “Then Dan and Gav” appears?,122,16,0.5625,0.2421,3,12,1,1.5026,0.13231,0.3637,0.4401,0.8,0,0
What word and accompanying web address appear on a red background both immediately after the animated letters assemble and just before the screen fades to black?,77,16,0.5625,0.2421,3,12,1,1.2008,0.10184,0.3191,0.1383,0.9998,0,0
What appears onscreen immediately after the yellow-shirted badminton player and her green-shirted opponent finish their rally with a handshake at the net?,81,16,0.5312,0.4831,8,1,7,1.2761,0.49109,0.7008,0.2449,0.9571,0,0
"Before she later appears putting on the green, what golfing activity is the woman wearing a pink shirt and black shorts shown practicing earlier in the video?",71,16,0.5312,0.4496,7,3,6,1.3804,0.41371,0.6432,0.3804,0.9864,0,0
Which tool does the person use on the light switch both before and after they apply a white substance around its edges?,102,16,0.5312,0.4831,8,1,7,1.6674,0.37563,0.6129,0.6361,0.9713,0,0
"After the kneeling diver gives a thumbs-up on the pool floor, what form of direct contact do the two divers share when they later meet near the pool wall?",10,16,0.5312,0.4496,7,3,6,1.3766,0.37221,0.6101,0.3454,0.9662,0,0
"When the onscreen instructions reading “Rows: 1 – 4 Knit 3, Purl 2” appear, which color yarn are the hands looping around the pegs of the circular loom?",91,16,0.5312,0.4831,8,1,7,1.3519,0.3657,0.6047,0.3207,0.6,0,0
Which prominent black image reappears on the red backdrop at both the opening scene and later sections when seated observers watch the central dancer?,116,16,0.5312,0.4831,8,1,7,1.7639,0.36282,0.6023,0.7326,0.9807,0,0
Which team’s tally climbs from two to four during the mid-game on-screen score update in the beer pong match?,49,16,0.5312,0.4831,8,1,7,1.1871,0.32328,0.5686,0.1558,0.6567,0,0
"What item does the standing child take from the red storage bag after brushing, while the seated child tries to brush the woman’s teeth?",88,16,0.5312,0.4496,7,3,6,1.2183,0.32158,0.5671,0.187,0.5294,0,0
"Which poster is later measured with a tape after its abbreviation ""WCD"" has been written earlier on lined paper?",24,16,0.5312,0.4831,8,1,7,1.1723,0.31674,0.5628,0.141,0.6086,0,0
"After finishing rubbing sunscreen onto the leg of the person lying on the lounge chair, which body part does the man then apply sunscreen to on the standing person by the pool?",57,16,0.5312,0.4831,8,1,7,1.3418,0.31225,0.5588,0.3106,0.6826,0,0
"For the snowboarder wearing a red jacket, what action does he undertake once the orange-jacketed helper releases his arm after assisting him to stand on the yellow board?",117,16,0.5312,0.4831,8,1,7,1.1454,0.30441,0.5517,0.1141,0.4412,0,0
"After closing both the sliding glass and wooden doors, from what spot in the room does the cleaner begin vacuuming before moving systematically toward the entrance?",36,16,0.5312,0.4831,8,1,7,1.3742,0.29679,0.5448,0.343,0.766,0,0
"After the man in a white T-shirt leans forward preparing to jump on the bridge, how is he oriented against the concrete structure in the next segment while still secured by his harness?",108,16,0.5312,0.4831,8,1,7,1.0637,0.27219,0.5217,0.0637,0.334,0,0
"After showing the sunscreen lotion, which item does the woman dip into the water-filled blue bowl before rubbing it on her arm?",121,16,0.5312,0.4831,8,1,7,1.3461,0.26387,0.5137,0.3149,0.65,0,0
"After she finishes drying her roller-clipped hair with the medium-heat hairdryer, which body part does she gently massage with her hands?",125,16,0.5312,0.4496,7,3,6,1.1179,0.26176,0.5116,0.0867,0.3571,0,0
"After completing the routine inside the gymnasium, where do the cheerleaders next perform their lifts and pyramid stunts?",23,16,0.5312,0.4831,8,1,7,1.1492,0.25847,0.5084,0.1179,0.303,0,0
"After the man in the vest walks through the busy street and, inside the shop, examines a blue packaged fan, what sporting item does he and his companion closely inspect next at the counter?",128,16,0.5312,0.4831,8,1,7,1.3714,0.25709,0.507,0.3401,0.532,0,0
"After the woman first presents the “Uncommon” hair product while transforming her curls, which brand of hair elastics does she later showcase before finishing her high bun?",119,16,0.5312,0.4134,6,5,5,1.1677,0.23655,0.4864,0.1365,0.4567,0,0
"After celebrating his goal by waving to the crowd, how is the blue-jerseyed player with number 26 later shown moving through the hallway area?",70,16,0.5312,0.4134,6,5,5,1.4746,0.23536,0.4851,0.4746,0.9091,0,0
Which specialized activity do participants perform both when they move around inside the graffiti-covered underground tunnel and later when the main performer continues under a rainy bridge?,79,16,0.5312,0.4496,7,3,6,1.5668,0.23178,0.4814,0.5356,0.899,0,0
"After the bags of fallen leaves are loaded into the car trunk, where are those leaves later emptied and spread?",132,16,0.5312,0.4496,7,3,6,1.1703,0.22593,0.4753,0.139,0.3277,0,0
"After a clear base coat is applied but before a yellow sponge is shown being trimmed, what kind of polish is painted onto the nails?",82,16,0.5312,0.4134,6,5,5,1.2343,0.21877,0.4677,0.2031,0.3571,0,0
"After steering the red lawn mower around the stone fire pit, what suspended object hanging from a tree does the operator navigate around next?",27,16,0.5312,0.4134,6,5,5,1.0903,0.21431,0.4629,0.0591,0.597,0,0
"After the man identified as Travis Doran finishes his red-cup drink and talks to the camera, what machine is later shown stationed on the grassy shore, pulling skiers across the lake?",33,16,0.5312,0.4496,7,3,6,1.0797,0.21155,0.4599,0.0484,0.1587,0,0
"Which additional tool, absent during the earlier two-needle knitting, does the right hand introduce later while guiding the light blue yarn through the loops?",45,16,0.5312,0.4831,8,1,7,1.1833,0.19728,0.4442,0.1521,0.5556,0,0
"In the video, the man first loses his balance and falls off an object, but later he sits on that same object while conducting imaginary music with his arms; what is the shared object?",8,16,0.5312,0.4134,6,5,5,1.2585,0.18497,0.4301,0.2273,0.5205,0,0
What does the scorecard displayed directly before Anne BOOZ’s post-match interview reveal about how many sets Amicale Nîmes Volley Ball won and their set scores against Cannes?,43,16,0.5312,0.3737,5,7,4,1.1079,0.16946,0.4116,0.0767,0.3375,0,0
What visual elements appear on the screen just before the violinist in the blue gown enters and begins her performance?,30,16,0.5312,0.2142,2,13,1,1.4344,0.14317,0.3784,0.4031,0.8333,0,0
Which cutting tool is used on the CD before a knife later slices a rectangular section to fit a clear lens?,23,16,0.5,0.5,8,0,8,1.4414,0.49605,0.7043,0.4414,0.9155,0,0
Which manicure product is introduced after the pale pink varnish is applied and before the later steps that use clear varnish and glitter?,95,16,0.5,0.5,8,0,8,1.3578,0.44852,0.6697,0.3578,0.8017,0,0
What warning message is printed on the sign positioned beside the wooden deck that participants pass while dragging their tubes toward the snowy slope?,73,16,0.5,0.5,8,0,8,1.2443,0.41973,0.6479,0.2443,0.6216,0,0
Which hair styling tool does the woman introduce to the camera in the hotel room immediately before she starts using the black hot air brush on her own hair?,95,16,0.5,0.4677,7,2,7,1.537,0.40195,0.634,0.537,1.0,0,0
"After the diver recovers the lost sunglasses, what object is later held underwater while on-screen text states it ""Doesn't Biodegrade""?",29,16,0.5,0.433,6,4,6,1.4286,0.34823,0.5901,0.4286,0.9231,0,0
"After the factory’s detailed charts and graphs appear, which label is printed on the yellow quality-control sign shown before the camera switches to workers adjusting bicycle wheels on the overhead conveyor?",66,16,0.5,0.5,8,0,8,1.2315,0.34569,0.588,0.2315,0.6,0,0
What natural scene appears after the footage of bright flames and before the man begins speaking to the camera again?,42,16,0.5,0.4677,7,2,7,1.1358,0.3449,0.5873,0.1358,0.6667,0,0
What major hair treatment occurs after the head is completely wrapped in plastic but before the blow-drying scene that features a phone displaying an ongoing call?,48,16,0.5,0.433,6,4,6,1.2516,0.32736,0.5721,0.2516,0.7264,0,0
"During the series of three rip-through reveals on the brown paper backdrop at the start, which figure emerges in the third opening, and what activity are they engaged in?",8,16,0.5,0.4677,7,2,7,1.4695,0.32438,0.5695,0.4695,0.875,0,0
"What repeated visual element frames the entire video, appearing both before the first winter sports scene and again after the final skiing footage?",119,16,0.5,0.3953,5,6,5,1.6184,0.31684,0.5629,0.6184,1.0,0,0
"After the screen instructs viewers to ""MOISTEN SHIRT,"" which shirt section does the next onscreen text say to iron before the tutorial later focuses on the cuffs?",92,16,0.5,0.5,8,0,8,1.2687,0.31389,0.5603,0.2687,0.5437,0,0
"After she shows a red apple near the start, what specific tool does the blue-haired woman later use on her eyelashes right before picking up the mascara?",97,16,0.5,0.5,8,0,8,1.2194,0.31197,0.5585,0.2194,0.6182,0,0
Which single word appears on screen right after the man in a black Sierra Snowboard T-shirt addresses the camera against a plain white background?,19,16,0.5,0.5,8,0,8,1.0391,0.31195,0.5585,0.0391,0.625,0,0
"After several segments featuring wooden knitting needles, what material are the needles made of when they first appear different while the blue-yarn knitting continues?",82,16,0.5,0.5,8,0,8,1.0882,0.30924,0.5561,0.0882,0.6035,0,0
Which kitchen surface does the person clean immediately after spraying and wiping the countertop beside the espresso machine?,42,16,0.5,0.5,8,0,8,1.1434,0.29668,0.5447,0.1434,0.7073,0,0
"Instead of standing on the shoreline like earlier spectators, where do the two people watch from while the man later walks the slackline high over the lake?",111,16,0.5,0.3953,5,6,5,1.1876,0.28224,0.5313,0.1876,0.4938,0,0
"Following the segment where the pianist performs “What a Friend We Have in Jesus” on a grand piano, what kind of piano appears when the screen shows the words “Keep on the Firing Line”?",120,16,0.5,0.5,8,0,8,1.1657,0.28163,0.5307,0.1657,0.3438,0,0
"Immediately after the dark-uniformed TSV Pfersee player’s shot beats the yellow-clad goalkeeper, what score does the scoreboard display between TSV Schwaben Augsburg and TSV Pfersee?",54,16,0.5,0.5,8,0,8,1.1347,0.2812,0.5303,0.1347,0.7323,0,0
"After the man locks the double-door storage unit inside the ski shop, where is that same cabinet relocated later in the video?",28,16,0.5,0.4677,7,2,7,1.2264,0.27976,0.5289,0.2264,0.5714,0,0
"Which athletic event, featuring athletes spinning inside a safety-netted circle to release a metal ball on a wire, takes place after the discus preparation scene but before the long-jump attempt?",59,16,0.5,0.5,8,0,8,1.0914,0.26725,0.517,0.0914,0.5,0,0
"After the video’s professional cricket footage showing a bowler in green-and-yellow clothing, what color are the wickets that the children later set up for their own game?",55,16,0.5,0.5,8,0,8,1.0597,0.26445,0.5142,0.0597,0.2174,0,0
"After the artist brushes gold wax onto the spoon drawing, which paint color is later used to intensify its shadows while the artist’s wristwatch is visible?",41,16,0.5,0.5,8,0,8,1.013,0.25566,0.5056,0.013,0.1385,0,0
"Across the entire video’s sequence of different throwing practices, which discipline does the athlete perform most often?",8,16,0.5,0.5,8,0,8,1.6863,0.23532,0.4851,0.6863,0.9542,0,0
"Immediately after shutting the open drawer full of assorted items, how does the person interact with the laptop on the desk?",16,16,0.5,0.4677,7,2,7,1.0413,0.23009,0.4797,0.0413,0.3072,0,0
"After the artist uses a thin green tool to add black lines to the light-blue nails, which winged creature with metallic blue-green coloring is later gently moved with tools beside a silver-polished nail?",76,16,0.5,0.433,6,4,6,1.1234,0.2258,0.4752,0.1234,0.3448,0,0
"As chopped hay pours from the top of the green 950 Jaguar forage harvester, what color tractor towing a trailer drives toward it?",34,16,0.5,0.5,8,0,8,1.1282,0.22375,0.473,0.1282,0.6936,0,0
"After the words “ADVENTURE SQUAD” appear during the faucet-filling scene, what specific care activity does the man later carry out with both black dogs in that same bathtub before he dries one with a towel?",10,16,0.5,0.3536,4,8,4,1.1676,0.17269,0.4156,0.1676,0.5263,0,0
"Prior to the scene where the wall timer counts down from 0:57, what does a drumstick do with the wall-mounted control panel?",76,16,0.5,0.3953,5,6,5,1.0329,0.17248,0.4153,0.0329,0.5263,0,0
"After gloved hands meticulously apply makeup to the seated woman near the beginning, what procedure do those same gloved hands later perform on her nose during the party?",48,16,0.5,0.3953,5,6,5,1.041,0.13765,0.371,0.041,0.1547,0,0
"During the synchronized dive attempt later in the video, what mistake does one diver make and what immediate visual result is seen when they hit the water?",78,16,0.5,0.3536,4,8,4,1.0249,0.13109,0.3621,0.0249,0.3174,0,0
"During the later sequence where the martial artists leap into the air in unison, what distinctive marking now appears on the front of their black attire?",100,16,0.5,0.3062,3,10,3,1.0871,0.12887,0.359,0.1184,0.7692,0,0
"Right after the man finishes his martial-arts demonstration inside the wooden room, what setting does the video switch to, and how many practitioners are shown there?",57,16,0.5,0.25,2,12,2,1.0,0.0625,0.25,0.0,0.0,0,0
"Which object, depicted beside the red “MDAUS” text in the opening logo, later appears in real form loaded onto the barbell the athlete lifts?",20,16,0.4688,0.4831,7,1,8,1.4164,0.45305,0.6731,0.4476,0.866,0,0
Which two players immediately start a new squash match right after Vinod’s outdoor 3-0 victory celebration?,74,16,0.4688,0.4831,7,1,8,1.2531,0.45063,0.6713,0.2843,0.8,0,0
"After advancing with plank steps in his routine, which push-up variation that draws a knee toward the elbow does the man perform next?",107,16,0.4688,0.4831,7,1,8,1.1865,0.34955,0.5912,0.2178,0.8182,0,0
"When the on-screen directions for Row 1 appear, what material are the knitting needles made of, replacing the golden pair used earlier in the video?",70,16,0.4688,0.4831,7,1,8,1.2734,0.33144,0.5757,0.3046,0.8671,0,0
"Which object, first shown as a shiny household fixture among the germ-prone items displayed after the toys, reappears later in a close-up revealing its scratched brass surface?",17,16,0.4688,0.4831,7,1,8,1.1503,0.33013,0.5746,0.1815,0.4156,0,0
"After the baking-soda paste is mixed indoors, where are the sneakers left to dry before they are later brought back inside for lacing?",32,16,0.4688,0.4134,5,5,6,1.0954,0.31149,0.5581,0.1266,0.4286,0,0
"After the green-shirted arm wrestler wins and just before the sequence jumps to the activity montage, what courtesy do the two competitors exchange?",107,16,0.4688,0.4831,7,1,8,1.2013,0.29718,0.5451,0.2326,0.7,0,0
"After the chef finishes drizzling hot sauce over the chopped pineapple mixture, which colored utensil does he use to squeeze lemon juice into the bowl?",103,16,0.4688,0.4134,5,5,6,1.2727,0.29574,0.5438,0.3352,0.6087,0,0
"After the cowboy gets bucked off his horse, which animal does the very next rider pursue in the subsequent scene?",11,16,0.4688,0.4496,6,3,7,1.0667,0.25233,0.5023,0.0979,0.4115,0,0
"After the man swings an axe beside the open trunk of the white car, what does he later smash repeatedly with a sledgehammer?",64,16,0.4688,0.4496,6,3,7,1.0533,0.23823,0.4881,0.0846,0.315,0,0
What distinctive upper-body garment is worn by the musician who is first only partly seen but later stands to sing beside the guitarist?,53,16,0.4688,0.4496,6,3,7,1.1106,0.23375,0.4835,0.1419,0.6207,0,0
"After the lead musician finishes tapping the cymbal in the open field, which instrument does he pick up next, and from what unusual material is it made?",103,16,0.4688,0.3737,4,7,5,1.1929,0.23229,0.482,0.2242,0.7143,0,0
"After the outdoor interview with the bald man in the red hoodie, what club’s emblem is shown on the T-shirt the camera focuses on?",37,16,0.4688,0.4134,5,5,6,1.2393,0.22408,0.4734,0.2706,0.7281,0,0
